PlanetName,HostName,NumOfStars,NumOfPlanets,DiscoveryMethod,DiscoveryYear,DiscoveryFacility,ControversialFlag,OrbitalPeriod,OrbitSemi-MajorAxis,Eccentricity,EquilibriumTemperature,StellarEffectiveTemperature,StellarMetallicity,StellarSurfaceGravity,RightAscension,Declination,DistancetoPlanetarySystem,StellarBrightnessGaia,PlanetMass,StellarMass,PlanetRadiusKm,StellarRadiusKm,PlanetGravity,StellarVolume,StellarDensity
Kepler-1445 b,Kepler-1445,1,1,Transit,2016,Kepler,0,10.60052251,0.0949,0.0,911.0,6086.0,-0.14,4.37,280.2495197,43.9150665,506.357,12.4184,2.0177409161396508e+30,2.008385e+30,5542.7699999999995,758313.0,4383463645401.716,1.8265607168162396e+18,1099544614920.158
Kepler-1446 b,Kepler-1446,1,1,Transit,2016,Kepler,0,0.68996783,0.0151,0.0,2304.0,4854.0,0.56,3.94,289.4240357,46.7260823,152.075,12.4086,1.9186442940425436e+30,1.928845e+30,11850.060000000001,1217475.0,911924936222.7506,7.559076933170635e+18,255169383385.40643
Kepler-1446 b,Kepler-1446,1,1,Transit,2016,Kepler,0,0.68996787,0.0141,0.0,1539.0,4872.0,0.1,4.62,289.4240357,46.7260823,152.075,12.4086,1.5621434499011048e+30,1.610685e+30,4969.38,507861.0,4222038801603.3516,5.48685141702389e+17,2935536025274.123
Kepler-1447 b,Kepler-1447,1,1,Transit,2016,Kepler,0,56.6747285,0.2919,0.0,468.0,5910.0,-0.02,4.5,289.6434285,50.727016,890.296,14.6643,2.0542093281403756e+30,2.048155e+30,18093.64,653958.0,418792147986.67163,1.1714889059751555e+18,1748334951832.1743
Kepler-1447 b,Kepler-1447,1,1,Transit,2016,Kepler,0,56.6746666,0.2836,0.0,522.0,5541.0,0.14,4.19,289.6434285,50.727016,890.296,14.6643,1.8839181935674994e+30,1.86919e+30,25547.71,897453.0,192647691182.53427,3.027776056460154e+18,617347506930.653
Kepler-1448 b,Kepler-1448,1,1,Transit,2016,Kepler,0,12.27057043,0.1058,0.0,811.0,6075.0,-0.12,4.49,287.8674123,50.5955846,768.903,14.3796,2.0866461421209418e+30,2.087925e+30,10639.57,674829.0,1230286838331.5854,1.287270516026149e+18,1621978421789.307
Kepler-1448 b,Kepler-1448,1,1,Transit,2016,Kepler,0,12.27065865,0.1058,0.0,811.0,6075.0,-0.12,4.49,287.8674123,50.5955846,768.903,14.3796,2.086616138310034e+30,2.087925e+30,11021.83,674829.0,1146412385005.3135,1.287270516026149e+18,1621978421789.307
Kepler-1449 b,Kepler-1449,1,1,Transit,2016,Kepler,0,13.2274753,0.1176,0.0,867.0,6269.0,0.21,4.41,288.2317293,50.5678345,2006.48,15.0306,2.4659788953089587e+30,2.46574e+30,12359.74,807012.0,1077398605436.4908,2.201550171181959e+18,1120001729815.7708
Kepler-1449 b,Kepler-1449,1,1,Transit,2016,Kepler,0,13.2274528,0.1176,0.0,867.0,6269.0,0.21,4.41,288.2317293,50.5678345,2006.48,15.0306,2.4659872846146204e+30,2.46574e+30,10958.119999999999,807012.0,1370643316068.2986,2.201550171181959e+18,1120001729815.7708
Kepler-145 b,Kepler-145,1,2,Transit,2013,Kepler,0,22.95102,6.596438600576455e+18,0.43,1050.9623836221579,6080.6,-0.001,3.89,291.3877397,44.5290465,566.85,11.8746,1.445592542168784e+89,2.2668899999999998e+30,16309.76,1391400.0,3.6270745486909206e+70,1.1283520086831968e+19,200902730934.60376
Kepler-145 b,Kepler-145,1,2,Transit,2013,Kepler,0,22.95068896,0.1732,0.0,886.0,6144.0,0.13,4.02,291.3877397,44.5290465,566.85,11.8746,2.616817993000856e+30,2.6248200000000003e+30,14016.2,1287045.0,889034611677.3253,8.930377233723433e+18,293920394548.1716
Kepler-145 b,Kepler-145,1,2,Transit,2013,Kepler,0,22.95062278,0.1699,0.0,873.0,6143.0,0.12,4.04,291.3877397,44.5290465,566.85,11.8746,2.4700883963073398e+30,2.46574e+30,13825.07,1224432.0,862548533851.2706,7.689403000613555e+18,320667287148.7231
Kepler-145 c,Kepler-145,1,2,Transit,2013,Kepler,0,42.88232415,0.2627,0.0,719.0,6144.0,0.13,4.02,291.3877397,44.5290465,566.85,11.8746,2.615440812239569e+30,2.6248200000000003e+30,24400.93,1287045.0,293182377198.2084,8.930377233723433e+18,293920394548.1716
Kepler-145 c,Kepler-145,1,2,Transit,2013,Kepler,0,42.88254,1.0006799488988723e+19,0.11,1065.7846532971166,6080.6,-0.001,3.89,291.3877397,44.5290465,566.85,11.8746,1.4455925421687831e+89,2.2668899999999998e+30,24974.32,1391400.0,1.5469072627486464e+70,1.1283520086831968e+19,200902730934.60376
Kepler-145 c,Kepler-145,1,2,Transit,2013,Kepler,0,42.88247951,0.2578,0.0,709.0,6143.0,0.12,4.04,291.3877397,44.5290465,566.85,11.8746,2.4717825970098896e+30,2.46574e+30,22999.309999999998,1224432.0,311879177256.7704,7.689403000613555e+18,320667287148.7231
Kepler-1450 b,Kepler-1450,1,1,Transit,2016,Kepler,0,54.5094166,0.2392,0.0,310.0,4405.0,-0.34,4.66,294.5536825,45.0813011,505.829,15.4892,1.2219734409460306e+30,1.212985e+30,9875.050000000001,424377.0,836351584372.0475,3.201430841036509e+17,3788883971665.8657
Kepler-1450 b,Kepler-1450,1,1,Transit,2016,Kepler,0,54.5091549,0.2401,0.0,308.0,4406.0,-0.34,4.67,294.5536825,45.0813011,505.829,15.4892,1.2358304483462833e+30,1.23287e+30,12359.74,417420.0,539940550236.30664,3.0465504234446317e+17,4046773657552.1226
Kepler-1451 b,Kepler-1451,1,1,Transit,2016,Kepler,0,35.622233,0.2097,0.0,521.0,5796.0,-0.12,4.54,293.4464227,40.4098813,1058.72,15.2999,1.9278547956989394e+30,1.928845e+30,18475.899999999998,605259.0,376937059097.49677,9.287789784673889e+17,2076753506181.6917
Kepler-1451 b,Kepler-1451,1,1,Transit,2016,Kepler,0,35.6225528,0.2101,0.0,523.0,5799.0,-0.1,4.54,293.4464227,40.4098813,1058.72,15.2999,1.9388731130611456e+30,1.928845e+30,14271.04,612216.0,635395105380.4999,9.611753750766944e+17,2006756571188.7832
Kepler-1452 b,Kepler-1452,1,1,Transit,2016,Kepler,0,42.9136635,0.2697,0.0,810.0,6049.0,0.18,3.8,292.422792,38.2662824,996.32,13.0714,2.8260052555352467e+30,2.82367e+30,20323.489999999998,1725336.0,456648581107.715,2.1513430202035913e+19,131251500736.16727
Kepler-1452 b,Kepler-1452,1,1,Transit,2016,Kepler,0,42.913751,0.2457,0.0,604.0,6148.0,-0.04,4.3,292.422792,38.2662824,996.32,13.0714,2.136701349102542e+30,2.127695e+30,10384.73,848754.0,1322388698287.1523,2.561144672829207e+18,830759395426.7369
Kepler-1453 b,Kepler-1453,1,1,Transit,2016,Kepler,0,47.1607932,0.262,0.0,503.0,5936.0,0.07,4.5,286.1255037,47.9475586,1196.04,15.5278,2.145176253652358e+30,2.127695e+30,16437.18,667872.0,529924602108.13684,1.247867053442921e+18,1705065450786.2793
Kepler-1453 b,Kepler-1453,1,1,Transit,2016,Kepler,0,47.1611696,0.262,0.0,503.0,5936.0,0.07,4.5,286.1255037,47.9475586,1196.04,15.5278,2.1451420118756355e+30,2.127695e+30,17456.54,667872.0,469835075988.74713,1.247867053442921e+18,1705065450786.2793
Kepler-1454 b,Kepler-1454,1,1,Transit,2016,Kepler,0,47.0319479,0.2393,0.0,437.0,5544.0,-0.36,4.59,284.2233265,48.8317229,780.566,14.8994,1.6434764010266489e+30,1.6305699999999998e+30,10830.699999999999,528732.0,935095879079.8281,6.191493142046437e+17,2633565058688.02
Kepler-1454 b,Kepler-1454,1,1,Transit,2016,Kepler,0,47.0320478,0.2447,0.0,492.0,5370.0,0.18,4.34,284.2233265,48.8317229,780.566,14.8994,1.757257637732682e+30,1.74988e+30,12614.58,730485.0,737047661455.4835,1.632760617564857e+18,1071730896235.0023
Kepler-1455 b,Kepler-1455,1,1,Transit,2016,Kepler,0,49.276764,0.2153,0.0,272.0,3894.0,-0.1,4.71,294.0830662,50.5027572,357.621,15.8657,1.0903578085836065e+30,1.093675e+30,12550.869999999999,375678.0,461984174982.5605,2.2209352586911363e+17,4924389379294.809
Kepler-1455 b,Kepler-1455,1,1,Transit,2016,Kepler,0,49.2768448,0.2126,0.0,271.0,3899.0,-0.2,4.71,294.0830662,50.5027572,357.621,15.8657,1.049845291944794e+30,1.053905e+30,11149.25,368721.0,563689209155.3767,2.0998207749591037e+17,5019023587956.101
Kepler-1456 b,Kepler-1456,1,1,Transit,2016,Kepler,0,18.1373829,0.1132,0.0,433.0,4257.0,-0.3,4.65,286.9453381,43.8228023,370.312,15.445,1.169799270470649e+30,1.173215e+30,7262.94,417420.0,1480103743348.5637,3.0465504234446317e+17,3850962028960.8906
Kepler-1456 b,Kepler-1456,1,1,Transit,2016,Kepler,0,18.1373788,0.1132,0.0,433.0,4257.0,-0.3,4.65,286.9453381,43.8228023,370.312,15.445,1.1697997993428309e+30,1.173215e+30,8983.109999999999,417420.0,967528642673.5369,3.0465504234446317e+17,3850962028960.8906
Kepler-1457 b,Kepler-1457,1,1,Transit,2016,Kepler,0,51.1110243,0.2668,0.0,478.0,5968.0,-0.26,4.53,283.7705481,42.027203,889.885,14.0283,1.928633096379098e+30,1.928845e+30,11149.25,612216.0,1035533209693.1353,9.611753750766944e+17,2006756571188.7832
Kepler-1457 b,Kepler-1457,1,1,Transit,2016,Kepler,0,51.1104797,0.2668,0.0,478.0,5968.0,-0.26,4.53,283.7705481,42.027203,889.885,14.0283,1.9286741971156313e+30,1.928845e+30,10193.6,612216.0,1238823452381.9968,9.611753750766944e+17,2006756571188.7832
Kepler-1458 b,Kepler-1458,1,1,Transit,2016,Kepler,0,47.9872764,0.2495,0.0,493.0,5641.0,-0.06,4.41,283.2115971,41.0380135,544.45,14.1996,1.7892900857104665e+30,1.7896500000000001e+30,18667.030000000002,681786.0,342717300503.8057,1.3274948546956943e+18,1348140818527.125
Kepler-1458 b,Kepler-1458,1,1,Transit,2016,Kepler,0,47.9869119,0.2495,0.0,493.0,5641.0,-0.06,4.41,283.2115971,41.0380135,544.45,14.1996,1.7893172680686298e+30,1.7896500000000001e+30,21342.850000000002,681786.0,262173174428.14954,1.3274948546956943e+18,1348140818527.125
Kepler-1459 b,Kepler-1459,1,1,Transit,2016,Kepler,0,62.8691611,0.2901,0.0,377.0,4947.0,0.36,4.48,282.4229401,46.0139761,455.479,14.5519,1.6386611763833717e+30,1.6305699999999998e+30,10066.18,605259.0,1079357973182.038,9.287789784673889e+17,1755606056772.1516
Kepler-1459 b,Kepler-1459,1,1,Transit,2016,Kepler,0,62.869463,0.2829,0.0,349.0,4762.0,0.2,4.54,282.4229401,46.0139761,455.479,14.5519,1.5196397650055457e+30,1.51126e+30,12487.16,542646.0,650457641604.0363,6.693271280307855e+17,2257879498245.124
Kepler-146 b,Kepler-146,1,2,Transit,2014,Kepler,0,31.15879749,0.1931,0.0,640.0,6197.0,-0.3,4.38,294.1107631,38.7102222,716.797,13.8031,1.9674638109114735e+30,1.968615e+30,20578.329999999998,737442.0,310093184916.6113,1.679856619967283e+18,1171894658508.6177
Kepler-146 b,Kepler-146,1,2,Transit,2014,Kepler,0,31.1588249,0.1948,0.0,639.0,5951.0,-0.02,4.32,294.1107631,38.7102222,716.797,13.8031,2.0198821207593545e+30,2.008385e+30,22680.760000000002,807012.0,262069537670.9163,2.201550171181959e+18,912259473478.9745
