PlanetName,HostName,NumOfStars,NumOfPlanets,DiscoveryMethod,DiscoveryYear,DiscoveryFacility,ControversialFlag,OrbitalPeriod,OrbitSemi-MajorAxis,Eccentricity,EquilibriumTemperature,StellarEffectiveTemperature,StellarMetallicity,StellarSurfaceGravity,RightAscension,Declination,DistancetoPlanetarySystem,StellarBrightnessGaia,PlanetMass,StellarMass,PlanetRadiusKm,StellarRadiusKm,PlanetGravity,StellarVolume,StellarDensity
Kepler-6 b,Kepler-6,1,1,Transit,2009,Kepler,0,3.234723,0.04567,0.0,1500.0,5647.0,0.34,4.24,296.8372475,48.2399695,587.039,13.1714,1.2698457156e+27,2.406085e+30,94481.93000000001,967022.9999999999,9494217.343533559,3.7879044915096965e+18,635202129671.7113
Kepler-6 b,Kepler-6,1,1,Transit,2009,Kepler,0,3.23469928,0.0435,0.0,1356.0,5640.0,0.34,4.24,296.8372475,48.2399695,587.039,13.1714,2.0869942658729506e+30,2.087925e+30,83205.26000000001,897453.0,20119881356.707317,3.027776056460154e+18,689590300294.8783
Kepler-60 b,Kepler-60,1,3,Transit,2012,Kepler,0,7.13294363,0.075,0.0,1202.0,6200.0,-0.1,4.16,288.9612535,42.2650472,1025.1,13.9132,2.1997205652006808e+30,2.18735e+30,12550.869999999999,1008765.0,932020738977.8923,4.299902678089764e+18,508697559864.7113
Kepler-60 b,Kepler-60,1,3,Transit,2012,Kepler,0,7.1329472,0.0719,0.0,1102.0,5862.0,-0.1,4.19,288.9612535,42.2650472,1025.1,13.9132,1.9380722414469806e+30,1.928845e+30,10448.439999999999,911367.0,1184875661394.625,3.170797494440771e+18,608315416983.1926
Kepler-60 c,Kepler-60,1,3,Transit,2012,Kepler,0,8.91902447,0.0871,0.0,1115.0,6200.0,-0.1,4.16,288.9612535,42.2650472,1025.1,13.9132,2.2036421099296264e+30,2.18735e+30,13442.81,1008765.0,813891786417.0178,4.299902678089764e+18,508697559864.7113
Kepler-60 c,Kepler-60,1,3,Transit,2012,Kepler,0,8.91901228,0.0835,0.0,1023.0,5862.0,-0.1,4.19,288.9612535,42.2650472,1025.1,13.9132,1.9415438848627543e+30,1.928845e+30,11722.640000000001,911367.0,942979125253.1349,3.170797494440771e+18,608315416983.1926
Kepler-60 d,Kepler-60,1,3,Transit,2012,Kepler,0,11.8984932,0.1055,0.0,1013.0,6200.0,-0.1,4.16,288.9612535,42.2650472,1025.1,13.9132,2.2003651310090502e+30,2.18735e+30,11212.960000000001,1008765.0,1168045960917.0159,4.299902678089764e+18,508697559864.7113
Kepler-60 d,Kepler-60,1,3,Transit,2012,Kepler,0,11.8984948,0.1012,0.0,929.0,5862.0,-0.1,4.19,288.9612535,42.2650472,1025.1,13.9132,1.9421322318530194e+30,1.928845e+30,10766.99,911367.0,1118139269100.784,3.170797494440771e+18,608315416983.1926
Kepler-600 b,Kepler-600,1,1,Transit,2016,Kepler,0,23.67517607,0.154,0.0,527.0,5302.0,-0.06,4.59,283.8330588,41.9786358,619.723,14.701,1.7286100602842693e+30,1.74988e+30,17902.510000000002,542646.0,359977129804.7222,6.693271280307855e+17,2614386787441.7227
Kepler-600 b,Kepler-600,1,1,Transit,2016,Kepler,0,23.67513153,0.1536,0.0,528.0,5309.0,-0.08,4.59,283.8330588,41.9786358,619.723,14.701,1.715181780937516e+30,1.7299949999999998e+30,17583.96,542646.0,370239289818.8979,6.693271280307855e+17,2584677846675.3394
Kepler-601 b,Kepler-601,1,1,Transit,2016,Kepler,0,5.37886844,0.0547,0.0,836.0,5207.0,-0.32,4.59,282.0046852,42.1764657,414.825,14.0013,1.5007261266994487e+30,1.51126e+30,11276.67,500904.0,787672030170.2714,5.264439131712323e+17,2870695172247.996
Kepler-601 b,Kepler-601,1,1,Transit,2016,Kepler,0,5.378868,0.056,0.0,833.0,5077.0,0.0,4.57,282.0046852,42.1764657,414.825,14.0013,1.6102882221903472e+30,1.610685e+30,11850.060000000001,535689.0,765364371541.3033,6.439124094752074e+17,2501403880867.4585
Kepler-602 b,Kepler-602,1,1,Transit,2016,Kepler,0,15.28467725,0.1224,0.0,852.0,5763.0,0.16,4.18,296.0318985,42.1418634,1159.31,14.4779,2.0823465938515416e+30,2.06804e+30,17201.7,953109.0000000001,469695070268.7444,3.6267391532294564e+18,570220220596.372
Kepler-602 b,Kepler-602,1,1,Transit,2016,Kepler,0,15.28469497,0.1231,0.0,773.0,6170.0,-0.16,4.47,296.0318985,42.1418634,1159.31,14.4779,2.1182729249015222e+30,2.10781e+30,11722.640000000001,688743.0,1028813803975.5084,1.3685485320916216e+18,1540179212189.5217
Kepler-603 b,Kepler-603,1,3,Transit,2016,Kepler,0,21.05358596,0.1484,0.0,650.0,5960.0,-0.2,4.52,294.2809679,42.2909295,1539.63,14.8159,1.9560090319434008e+30,1.94873e+30,14971.85,633087.0,582405737568.7316,1.0628666894192566e+18,1833466058725.364
Kepler-603 b,Kepler-603,1,3,Transit,2016,Kepler,0,21.05349939,0.1502,0.0,731.0,5751.0,0.14,4.25,294.2809679,42.2909295,1539.63,14.8159,2.028068046656739e+30,2.02827e+30,17520.25,869625.0,440968582304.0765,2.754765646199211e+18,736276787391.4911
Kepler-603 c,Kepler-603,1,3,Transit,2016,Kepler,0,127.905412,0.5001,0.0,401.0,5751.0,0.14,4.25,294.2809679,42.2909295,1539.63,14.8159,2.0282151873639252e+30,2.02827e+30,51159.13,869625.0,51721778889.6828,2.754765646199211e+18,736276787391.4911
Kepler-603 c,Kepler-603,1,3,Transit,2016,Kepler,0,127.9075774,0.4942,0.0,356.0,5960.0,-0.2,4.52,294.2809679,42.2909295,1539.63,14.8159,1.9572080130166736e+30,1.94873e+30,36951.799999999996,633087.0,95669061035.41536,1.0628666894192566e+18,1833466058725.364
Kepler-603 d,Kepler-603,1,3,Transit,2016,Kepler,0,6.21716039,0.0666,0.0,1098.0,5751.0,0.14,4.25,294.2809679,42.2909295,1539.63,14.8159,2.0274952870361483e+30,2.02827e+30,11531.51,869625.0,1017637768847.9904,2.754765646199211e+18,736276787391.4911
Kepler-603 d,Kepler-603,1,3,Transit,2016,Kepler,0,6.2171292,0.0658,0.0,976.0,5960.0,-0.2,4.52,294.2809679,42.2909295,1539.63,14.8159,1.95532613087089e+30,1.94873e+30,7772.62,633087.0,2160180574468.3276,1.0628666894192566e+18,1833466058725.364
Kepler-604 b,Kepler-604,1,1,Transit,2016,Kepler,0,25.85499978,0.1735,0.0,637.0,6122.0,-0.18,4.49,292.3159795,42.6262429,1026.49,14.6798,2.0726724235105976e+30,2.06804e+30,15290.4,667872.0,591696089858.6571,1.247867053442921e+18,1657259877399.748
Kepler-604 b,Kepler-604,1,1,Transit,2016,Kepler,0,25.85501786,0.1735,0.0,637.0,6122.0,-0.18,4.49,292.3159795,42.6262429,1026.49,14.6798,2.072669524738335e+30,2.06804e+30,15417.82,667872.0,581955588933.6185,1.247867053442921e+18,1657259877399.748
Kepler-605 b,Kepler-605,1,2,Transit,2016,Kepler,0,3.38353807,0.0429,0.0,1049.0,5438.0,0.02,4.57,287.2954015,43.2798677,556.58,14.1363,1.8295785105319365e+30,1.8294200000000002e+30,8473.43,570474.0,1700741394396.3945,7.77671487904546e+17,2352432908308.642
Kepler-605 b,Kepler-605,1,2,Transit,2016,Kepler,0,3.38354024,0.042,0.0,1133.0,5300.0,0.18,4.38,287.2954015,43.2798677,556.58,14.1363,1.7168268160841673e+30,1.7101099999999998e+30,10512.15,688743.0,1036929221052.7893,1.3685485320916216e+18,1249579360833.008
Kepler-605 c,Kepler-605,1,2,Transit,2016,Kepler,0,2.3589524,0.033,0.0,1278.0,5300.0,0.18,4.38,287.2954015,43.2798677,556.58,14.1363,1.7132659085303505e+30,1.7101099999999998e+30,6116.16,688743.0,3056840794843.6626,1.3685485320916216e+18,1249579360833.008
Kepler-605 c,Kepler-605,1,2,Transit,2016,Kepler,0,2.35895152,0.0337,0.0,1183.0,5438.0,0.02,4.57,287.2954015,43.2798677,556.58,14.1363,1.824622307453431e+30,1.8294200000000002e+30,5096.8,570474.0,4687955922453.078,7.77671487904546e+17,2352432908308.642
Kepler-606 b,Kepler-606,1,1,Transit,2016,Kepler,0,24.31575992,0.1693,0.0,679.0,6241.0,-0.14,4.45,292.42737,44.3812406,1215.11,14.6644,2.1772910607271202e+30,2.167465e+30,17711.379999999997,716571.0,463252115393.8279,1.5412258817404547e+18,1406325332113.1323
Kepler-606 b,Kepler-606,1,1,Transit,2016,Kepler,0,24.31574009,0.17,0.0,683.0,6242.0,-0.1,4.44,292.42737,44.3812406,1215.11,14.6644,2.2044136301713796e+30,2.18735e+30,17838.8,730485.0,462346461819.4952,1.632760617564857e+18,1339663620293.753
Kepler-607 b,Kepler-607,1,2,Transit,2016,Kepler,0,0.6381632,0.0135,0.0,1876.0,5244.0,0.02,4.45,291.0571451,44.632306,519.122,14.3746,1.6027253296791487e+30,1.610685e+30,6307.29,619173.0,2688928318376.0103,9.943164840117307e+17,1619891680264.0452
Kepler-607 b,Kepler-607,1,2,Transit,2016,Kepler,0,0.63816293,0.0135,0.0,1874.0,5244.0,0.02,4.45,291.0571451,44.632306,519.122,14.3746,1.6027266858717768e+30,1.610685e+30,5797.610000000001,619173.0,3182491093921.5356,9.943164840117307e+17,1619891680264.0452
Kepler-607 c,Kepler-607,1,2,Transit,2021,Kepler,0,39.6769617,0.2122,0.0,473.0,5244.0,0.02,4.45,291.0571451,44.632306,519.122,14.3746,1.6102029978650314e+30,1.610685e+30,18985.579999999998,619173.0,298152610510.19525,9.943164840117307e+17,1619891680264.0452
Kepler-607 c,Kepler-607,1,2,Transit,2021,Kepler,0,39.6766071,0.2122,0.0,473.0,5244.0,0.02,4.45,291.0571451,44.632306,519.122,14.3746,1.6102317795868705e+30,1.610685e+30,14589.59,619173.0,504902989872.5197,9.943164840117307e+17,1619891680264.0452
Kepler-608 b,Kepler-608,1,1,Transit,2016,Kepler,0,6.41251504,0.0685,0.0,1069.0,6026.0,-0.02,4.37,293.882901,44.6380717,946.683,14.657,2.0736536940589295e+30,2.06804e+30,25675.13,772227.0000000001,209950373186.3798,1.9289614824842624e+18,1072100204580.8721
Kepler-608 b,Kepler-608,1,1,Transit,2016,Kepler,0,6.41251295,0.0685,0.0,1069.0,6026.0,-0.02,4.37,293.882901,44.6380717,946.683,14.657,2.073655045771421e+30,2.06804e+30,24783.190000000002,772227.0000000001,225334569461.73517,1.9289614824842624e+18,1072100204580.8721
Kepler-609 b,Kepler-609,1,1,Transit,2016,Kepler,0,6.52121067,0.0682,0.0,932.0,5822.0,-0.06,4.53,292.2203009,44.6999902,1065.82,14.8041,1.9788732220938147e+30,1.968615e+30,16564.600000000002,626130.0,481350901218.23126,1.0282107679125631e+18,1914602590669.8215
Kepler-609 b,Kepler-609,1,1,Transit,2016,Kepler,0,6.52120963,0.0682,0.0,932.0,5822.0,-0.06,4.53,292.2203009,44.6999902,1065.82,14.8041,1.9788738532737438e+30,1.968615e+30,16182.34,626130.0,504360643887.873,1.0282107679125631e+18,1914602590669.8215
Kepler-61 b,Kepler-61,1,1,Transit,2013,Kepler,0,59.877824,0.2523,0.0,272.0,4014.0,0.02,4.66,295.3044942,42.4753193,335.079,15.0426,1.1883408907289486e+30,1.1931e+30,13825.07,417420.0,414965591735.94543,3.0465504234446317e+17,3916232571824.635
Kepler-61 b,Kepler-61,1,1,Transit,2013,Kepler,0,59.8780258,0.2522,0.0,273.0,4016.0,0.02,4.66,295.3044942,42.4753193,335.079,15.0426,1.186920441001271e+30,1.173215e+30,13952.49,417420.0,406933921014.8379,3.0465504234446317e+17,3850962028960.8906
Kepler-610 b,Kepler-610,1,2,Transit,2016,Kepler,0,6.99692655,0.0719,0.0,888.0,5713.0,0.07,4.54,293.1713241,45.0655934,845.824,14.7698,2.0141571387472273e+30,2.008385e+30,20896.879999999997,619173.0,307847886276.93604,9.943164840117307e+17,2019864934650.229
Kepler-610 b,Kepler-610,1,2,Transit,2016,Kepler,0,6.99692624,0.0719,0.0,888.0,5713.0,0.07,4.54,293.1713241,45.0655934,845.824,14.7698,2.014157317222376e+30,2.008385e+30,20450.91,619173.0,321420695955.4804,9.943164840117307e+17,2019864934650.229
Kepler-610 c,Kepler-610,1,2,Transit,2016,Kepler,0,151.86392,0.5594,0.0,318.0,5713.0,0.07,4.54,293.1713241,45.0655934,845.824,14.7698,2.0136291189824577e+30,2.008385e+30,16755.73,619173.0,478694568074.8514,9.943164840117307e+17,2019864934650.229
Kepler-610 c,Kepler-610,1,2,Transit,2016,Kepler,0,151.863949,0.5594,0.0,318.0,5713.0,0.07,4.54,293.1713241,45.0655934,845.824,14.7698,2.0136283499356997e+30,2.008385e+30,15354.11,619173.0,570079921720.6692,9.943164840117307e+17,2019864934650.229
Kepler-611 b,Kepler-611,1,1,Transit,2016,Kepler,0,2.4370333,0.0365,0.0,1371.0,5984.0,0.07,4.49,286.0049121,45.4803043,1395.56,14.5717,2.1720857933042282e+30,2.167465e+30,10257.310000000001,681786.0,1377893769921.173,1.3274948546956943e+18,1632748324660.629
Kepler-611 b,Kepler-611,1,1,Transit,2016,Kepler,0,2.43702922,0.0351,0.0,1513.0,5573.0,0.16,4.18,286.0049121,45.4803043,1395.56,14.5717,1.931617739780618e+30,1.928845e+30,12996.84,925281.0,763222849551.8276,3.3182533558155126e+18,581283221372.9371
Kepler-612 b,Kepler-612,1,1,Transit,2016,Kepler,0,3.72215641,0.0451,0.0,1051.0,5618.0,-0.22,4.57,291.3546278,45.7478551,1445.53,14.9103,1.7565547736255194e+30,1.74988e+30,15417.82,563517.0,493198194684.9201,7.495656498082584e+17,2334525335369.391
Kepler-612 b,Kepler-612,1,1,Transit,2016,Kepler,0,3.7221589,0.0452,0.0,1046.0,5617.0,-0.22,4.57,291.3546278,45.7478551,1445.53,14.9103,1.7682627345387958e+30,1.7896500000000001e+30,14844.43,563517.0,535581374990.06885,7.495656498082584e+17,2387582729355.059
Kepler-613 b,Kepler-613,1,1,Transit,2016,Kepler,0,15.77980122,0.1232,0.0,713.0,5941.0,-0.14,4.52,282.7868415,46.2449846,861.494,14.5892,1.9922800039696903e+30,1.9885e+30,13442.81,633087.0,735827439568.0238,1.0628666894192566e+18,1870883733393.2288
Kepler-613 b,Kepler-613,1,1,Transit,2016,Kepler,0,15.77979614,0.1232,0.0,713.0,5941.0,-0.14,4.52,282.7868415,46.2449846,861.494,14.5892,1.9922812867218834e+30,1.9885e+30,13952.49,633087.0,683050698062.2085,1.0628666894192566e+18,1870883733393.2288
Kepler-614 b,Kepler-614,1,1,Transit,2016,Kepler,0,14.03491514,0.1027,0.0,641.0,5258.0,-0.32,4.51,298.3848866,46.2759867,527.995,14.5441,1.458858121024415e+30,1.451605e+30,14971.85,549603.0,434378024900.6252,6.954019325114433e+17,2087433083134.4258
Kepler-614 b,Kepler-614,1,1,Transit,2016,Kepler,0,14.03490255,0.1027,0.0,641.0,5258.0,-0.32,4.51,298.3848866,46.2759867,527.995,14.5441,1.458860738361004e+30,1.451605e+30,15354.11,549603.0,413019222515.79156,6.954019325114433e+17,2087433083134.4258
Kepler-616 b,Kepler-616,1,3,Transit,2016,Kepler,0,9.99761851,0.0927,0.0,860.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.1143037951523663e+30,2.10781e+30,15800.08,681786.0,565268182976.5667,1.3274948546956943e+18,1587810297376.3916
Kepler-616 b,Kepler-616,1,3,Transit,2016,Kepler,0,9.99760285,0.0927,0.0,860.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.114310418744814e+30,2.10781e+30,17966.219999999998,681786.0,437180766056.69916,1.3274948546956943e+18,1587810297376.3916
Kepler-616 c,Kepler-616,1,3,Transit,2016,Kepler,0,90.4113556,0.4024,0.0,413.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.114702422965441e+30,2.10781e+30,21470.27,681786.0,306182224952.66315,1.3274948546956943e+18,1587810297376.3916
Kepler-616 c,Kepler-616,1,3,Transit,2016,Kepler,0,90.4117992,0.4024,0.0,413.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.11468167169842e+30,2.10781e+30,25229.16,681786.0,221740561455.05194,1.3274948546956943e+18,1587810297376.3916
Kepler-616 d,Kepler-616,1,3,Transit,2021,Kepler,0,51.0674355,0.2749,0.0,499.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.113281884235279e+30,2.10781e+30,15545.24,681786.0,583671235532.9213,1.3274948546956943e+18,1587810297376.3916
Kepler-616 d,Kepler-616,1,3,Transit,2021,Kepler,0,51.0672495,0.2749,0.0,499.0,6004.0,-0.02,4.48,294.989137,46.8383058,945.775,14.9475,2.1132972784908983e+30,2.10781e+30,16692.02,681786.0,506230753043.8935,1.3274948546956943e+18,1587810297376.3916
Kepler-617 b,Kepler-617,1,1,Transit,2016,Kepler,0,1.68269615,0.0218,0.0,753.0,3678.0,0.0,4.78,283.7407247,47.5161237,173.354,14.8277,9.706873889620742e+29,9.74365e+29,8091.17,326979.0,989606317150.1721,1.4643611324689443e+17,6653857292409.828
Kepler-617 b,Kepler-617,1,1,Transit,2016,Kepler,0,1.68269594,0.0219,0.0,750.0,3669.0,0.0,4.79,283.7407247,47.5161237,173.354,14.8277,9.841070872341886e+29,9.74365e+29,7836.33,326979.0,1069603092927.4049,1.4643611324689443e+17,6653857292409.828
Kepler-618 b,Kepler-618,1,1,Transit,2016,Kepler,0,3.59576964,0.0468,0.0,1252.0,6108.0,-0.08,4.45,286.2498525,48.0609256,1221.96,14.8038,2.1031737150942048e+30,2.087925e+30,15226.69,702657.0,605438252731.7844,1.4531777536228828e+18,1436799451955.9937
Kepler-618 b,Kepler-618,1,1,Transit,2016,Kepler,0,3.59576901,0.046,0.0,1296.0,5762.0,0.1,4.28,286.2498525,48.0609256,1221.96,14.8038,1.9971525236082728e+30,1.9885e+30,15226.69,834840.0,574918051540.0776,2.4372403387557053e+18,815881785796.799
Kepler-619 b,Kepler-619,1,3,Transit,2016,Kepler,0,5.4042722,0.0611,0.0,1073.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.071908198493879e+30,2.06804e+30,17137.989999999998,667872.0,470821690555.40375,1.247867053442921e+18,1657259877399.748
Kepler-619 b,Kepler-619,1,3,Transit,2016,Kepler,0,5.40426917,0.0611,0.0,1073.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.0719105217991788e+30,2.06804e+30,18157.350000000002,667872.0,419441878155.99194,1.247867053442921e+18,1657259877399.748
Kepler-619 c,Kepler-619,1,3,Transit,2016,Kepler,0,1.20846503,0.0225,0.0,1768.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.069191510883096e+30,2.06804e+30,9556.5,667872.0,1512198083697.381,1.247867053442921e+18,1657259877399.748
Kepler-619 c,Kepler-619,1,3,Transit,2016,Kepler,0,1.20846238,0.0225,0.0,1767.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.0692005858259434e+30,2.06804e+30,10448.439999999999,667872.0,1265043356102.2302,1.247867053442921e+18,1657259877399.748
Kepler-619 d,Kepler-619,1,3,Transit,2023,Kepler,0,11.67894845,0.1021,0.0,830.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.0700986967649604e+30,2.06804e+30,27713.85,667872.0,179888355478.72958,1.247867053442921e+18,1657259877399.748
Kepler-619 d,Kepler-619,1,3,Transit,2023,Kepler,0,11.67894236,0.1021,0.0,830.0,6122.0,-0.18,4.49,290.8490899,48.4159782,900.678,14.6704,2.070100855676951e+30,2.06804e+30,26567.07,667872.0,195753667944.6397,1.247867053442921e+18,1657259877399.748
Kepler-62 b,Kepler-62,1,5,Transit,2013,Kepler,0,5.71489072,0.0538,0.0,737.0,4797.0,-0.46,4.61,283.2125621,45.3496992,300.874,13.7197,1.2648885905417701e+30,1.27264e+30,8473.43,452205.0,1175816382216.1646,3.873420879807786e+17,3285571177235.853
Kepler-62 b,Kepler-62,1,5,Transit,2013,Kepler,0,5.71489692,0.0561,0.0,747.0,4926.0,-0.36,4.65,283.2125621,45.3496992,300.874,13.7197,1.4341450875846935e+30,1.451605e+30,8473.43,459162.0,1333154003495.7986,4.0549586136048045e+17,3579826918898.051
Kepler-62 c,Kepler-62,1,5,Transit,2013,Kepler,0,12.4418003,0.0942,0.0,576.0,4926.0,-0.36,4.65,283.2125621,45.3496992,300.874,13.7197,1.4325426621307948e+30,1.451605e+30,3631.47,459162.0,7250172949323.9795,4.0549586136048045e+17,3579826918898.051
Kepler-62 c,Kepler-62,1,5,Transit,2013,Kepler,0,12.4416871,0.0904,0.0,569.0,4797.0,-0.46,4.61,283.2125621,45.3496992,300.874,13.7197,1.2661001208684082e+30,1.27264e+30,3758.89,452205.0,5980734734837.281,3.873420879807786e+17,3285571177235.853
Kepler-62 d,Kepler-62,1,5,Transit,2013,Kepler,0,18.16407304,0.1212,0.0,508.0,4926.0,-0.36,4.65,283.2125621,45.3496992,300.874,13.7197,1.431537367792674e+30,1.451605e+30,12614.58,459162.0,600430606509.7522,4.0549586136048045e+17,3579826918898.051
Kepler-62 d,Kepler-62,1,5,Transit,2013,Kepler,0,18.16407876,0.1164,0.0,501.0,4797.0,-0.46,4.61,283.2125621,45.3496992,300.874,13.7197,1.268099983603703e+30,1.27264e+30,12487.16,452205.0,542790037249.3685,3.873420879807786e+17,3285571177235.853
Kepler-62 e,Kepler-62,1,5,Transit,2013,Kepler,0,122.3858681,0.4324,0.0,269.0,4926.0,-0.36,4.65,283.2125621,45.3496992,300.874,13.7197,1.431910319968173e+30,1.451605e+30,10958.119999999999,459162.0,795883385741.1038,4.0549586136048045e+17,3579826918898.051
Kepler-62 e,Kepler-62,1,5,Transit,2013,Kepler,0,122.3863812,0.4152,0.0,265.0,4797.0,-0.46,4.61,283.2125621,45.3496992,300.874,13.7197,1.2677311341013417e+30,1.27264e+30,11021.83,452205.0,696506964701.0797,3.873420879807786e+17,3285571177235.853
Kepler-62 f,Kepler-62,1,5,Transit,2013,Kepler,0,267.283301,0.699,0.0,205.0,4797.0,-0.46,4.61,283.2125621,45.3496992,300.874,13.7197,1.2682625932676212e+30,1.27264e+30,9046.82,452205.0,1034243995233.9617,3.873420879807786e+17,3285571177235.853
Kepler-62 f,Kepler-62,1,5,Transit,2013,Kepler,0,267.282521,0.7279,0.0,207.0,4926.0,-0.36,4.65,283.2125621,45.3496992,300.874,13.7197,1.4321725616732648e+30,1.451605e+30,9110.529999999999,459162.0,1151632168713.225,4.0549586136048045e+17,3579826918898.051
Kepler-620 b,Kepler-620,1,1,Transit,2016,Kepler,0,12.91375431,0.1053,0.0,849.0,6253.0,-0.54,4.41,291.1593939,51.3348228,1355.28,14.6381,1.857382644869226e+30,1.8493050000000002e+30,17456.54,695700.0,406809204827.0907,1.410440010853996e+18,1311154665046.888
Kepler-620 b,Kepler-620,1,1,Transit,2016,Kepler,0,12.91385906,0.1053,0.0,849.0,6253.0,-0.54,4.41,291.1593939,51.3348228,1355.28,14.6381,1.857352512893639e+30,1.8493050000000002e+30,15863.79,695700.0,492590641936.9912,1.410440010853996e+18,1311154665046.888
Kepler-622 b,Kepler-622,1,1,Transit,2016,Kepler,0,14.28228147,0.0978,0.0,446.0,4102.0,-0.06,4.67,284.4784454,40.9331723,284.761,14.6521,1.2165856725418926e+30,1.212985e+30,11595.220000000001,410463.0,603935328148.4685,2.8967475898918285e+17,4187403155983.279
Kepler-622 b,Kepler-622,1,1,Transit,2016,Kepler,0,14.28226676,0.0909,0.0,369.0,3679.0,-0.02,4.78,284.4784454,40.9331723,284.761,14.6521,9.768292992687543e+29,9.74365e+29,10448.439999999999,326979.0,597202331929.8837,1.4643611324689443e+17,6653857292409.828
Kepler-623 b,Kepler-623,1,1,Transit,2016,Kepler,0,9.07097734,0.0854,0.0,825.0,5672.0,0.14,4.51,296.9867284,47.4773531,737.702,14.9634,2.0081065682400235e+30,2.008385e+30,20578.329999999998,647001.0,316498914970.6571,1.1344972958104877e+18,1770286282229.7031
Kepler-623 b,Kepler-623,1,1,Transit,2016,Kepler,0,9.07098164,0.0854,0.0,825.0,5672.0,0.14,4.51,296.9867284,47.4773531,737.702,14.9634,2.008104664398403e+30,2.008385e+30,18730.739999999998,647001.0,382016567106.5788,1.1344972958104877e+18,1770286282229.7031
Kepler-624 b,Kepler-624,1,1,Transit,2016,Kepler,0,14.58649607,0.119,0.0,793.0,6157.0,-0.12,4.45,295.1933631,39.5396946,748.188,13.4569,2.1011653688080217e+30,2.087925e+30,13060.55,702657.0,822134788274.2255,1.4531777536228828e+18,1436799451955.9937
Kepler-624 b,Kepler-624,1,1,Transit,2016,Kepler,0,14.58649856,0.1172,0.0,852.0,6063.0,-0.14,4.29,295.1933631,39.5396946,748.188,13.4569,2.0072526353924538e+30,2.008385e+30,15608.95,827883.0,549870450252.5979,2.376815678250709e+18,844989798063.8251
Kepler-625 b,Kepler-625,1,2,Transit,2016,Kepler,0,7.75192492,0.0807,0.0,977.0,6077.0,0.21,4.44,292.1504723,39.6375254,760.708,13.2641,2.320185975265424e+30,2.326545e+30,13825.07,744399.0,810202992823.7697,1.7278496622166118e+18,1346497354992.8748
Kepler-625 b,Kepler-625,1,2,Transit,2016,Kepler,0,7.75192755,0.0768,0.0,852.0,5604.0,0.18,4.52,292.1504723,39.6375254,760.708,13.2641,1.999795369969019e+30,1.9885e+30,12041.189999999999,633087.0,920560770722.9978,1.0628666894192566e+18,1870883733393.2288
Kepler-625 c,Kepler-625,1,2,Transit,2016,Kepler,0,4.1653651,0.0533,0.0,1202.0,6077.0,0.21,4.44,292.1504723,39.6375254,760.708,13.2641,2.3152441094421975e+30,2.326545e+30,7517.78,744399.0,2734155979597.9844,1.7278496622166118e+18,1346497354992.8748
Kepler-625 c,Kepler-625,1,2,Transit,2016,Kepler,0,4.16536757,0.0508,0.0,1048.0,5604.0,0.18,4.52,292.1504723,39.6375254,760.708,13.2641,2.0044987170998082e+30,1.9885e+30,6371.0,633087.0,3296069011189.1475,1.0628666894192566e+18,1870883733393.2288
Kepler-626 b,Kepler-626,1,1,Transit,2016,Kepler,0,14.48585199,0.1086,0.0,772.0,5741.0,-0.38,4.34,288.6986828,39.7082044,635.643,13.9435,1.619282780214352e+30,1.610685e+30,13825.07,702657.0,565449394463.984,1.4531777536228828e+18,1108388148651.7666
Kepler-626 b,Kepler-626,1,1,Transit,2016,Kepler,0,14.48584765,0.115,0.0,784.0,5784.0,0.0,4.35,288.6986828,39.7082044,635.643,13.9435,1.9227685196117023e+30,1.928845e+30,18348.48,751356.0,381182137481.51044,1.776748206952909e+18,1085604022253.6282
Kepler-627 b,Kepler-627,1,1,Transit,2016,Kepler,0,40.6994443,0.2327,0.0,685.0,6419.0,-0.48,4.17,292.1042198,39.7678585,984.307,13.949,2.01805732895765e+30,2.008385e+30,21406.559999999998,946152.0000000001,293931044689.82874,3.5478997879427507e+18,566077149874.7888
Kepler-627 b,Kepler-627,1,1,Transit,2016,Kepler,0,40.6992062,0.2327,0.0,685.0,6419.0,-0.48,4.17,292.1042198,39.7678585,984.307,13.949,2.0180809412538303e+30,2.008385e+30,20387.2,946152.0000000001,324062768425.2278,3.5478997879427507e+18,566077149874.7888
Kepler-628 b,Kepler-628,1,1,Transit,2016,Kepler,0,15.4580567,0.1241,0.0,872.0,5868.0,0.1,4.17,290.4492955,39.854802,897.901,13.0557,2.1219095199867605e+30,2.127695e+30,58549.49,980937.0,41312963755.67513,3.9537750576661494e+18,538142653278.7995
